-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 0 0
-3.225 0 0
-3.175 0 0
-3.125 0 0
-3.075 0 0
-3.025 0 0
-2.975 0 0
-2.925 0 0
-2.875 0 0
-2.825 0 0
-2.775 1.72414e-05 1.15659e-05
-2.725 6.03448e-05 2.80007e-05
-2.675 6.89655e-05 3.73784e-05
-2.625 0.000146552 5.62331e-05
-2.575 0.000103448 3.31645e-05
-2.525 0.00025 5.9069e-05
-2.475 0.000405172 8.11216e-05
-2.425 0.000586207 9.70737e-05
-2.375 0.00112931 0.000156828
-2.325 0.00225862 0.000304763
-2.275 0.00371552 0.000383107
-2.225 0.00573276 0.000444258
-2.175 0.00855172 0.000508898
-2.125 0.0129828 0.000755686
-2.075 0.0180862 0.00079225
-2.025 0.0240862 0.000935502
-1.975 0.0345086 0.00107481
-1.925 0.0455 0.000928309
-1.875 0.059569 0.00144198
-1.825 0.0768707 0.00185232
-1.775 0.0962155 0.00197613
-1.725 0.117879 0.00227145
-1.675 0.139784 0.00245582
-1.625 0.166216 0.00259093
-1.575 0.190138 0.00329167
-1.525 0.217483 0.00279399
-1.475 0.242457 0.00287393
-1.425 0.266129 0.00386135
-1.375 0.287672 0.00292887
-1.325 0.304509 0.00381916
-1.275 0.323966 0.00365399
-1.225 0.335267 0.00431516
-1.175 0.347897 0.0031903
-1.125 0.352716 0.00359614
-1.075 0.356259 0.00393769
-1.025 0.356914 0.00447434
-0.975 0.355647 0.00448746
-0.925 0.348603 0.00399795
-0.875 0.34481 0.00430228
-0.825 0.336147 0.00448995
-0.775 0.328586 0.00429117
-0.725 0.315776 0.00429732
-0.675 0.309957 0.00390693
-0.625 0.299336 0.00291301
-0.575 0.291017 0.00346376
-0.525 0.284483 0.00346695
-0.475 0.275078 0.00387694
-0.425 0.264034 0.0033903
-0.375 0.255862 0.003433
-0.325 0.249233 0.00369675
-0.275 0.242474 0.00261431
-0.225 0.236422 0.00272288
-0.175 0.234345 0.00261702
-0.125 0.23081 0.00286951
-0.075 0.229828 0.00282146
-0.025 0.228241 0.00284079
0.025 0.228914 0.00281698
0.075 0.228724 0.00293
0.125 0.232595 0.00230314
0.175 0.234474 0.00196383
0.225 0.238129 0.0019112
0.275 0.23944 0.00239707
0.325 0.246009 0.00225491
0.375 0.251931 0.00245421
0.425 0.257871 0.00260711
0.475 0.268672 0.00255228
0.525 0.27406 0.00331022
0.575 0.287362 0.00237481
0.625 0.298629 0.00342764
0.675 0.306483 0.00334141
0.725 0.31894 0.0028187
0.775 0.324586 0.00425411
0.825 0.337871 0.00380621
0.875 0.342897 0.00403911
0.925 0.349612 0.00431546
0.975 0.351784 0.00422743
1.025 0.353741 0.00447543
1.075 0.353155 0.00498544
1.125 0.351069 0.00393571
1.175 0.340043 0.00430612
1.225 0.335138 0.00493424
1.275 0.317164 0.00424993
1.325 0.299672 0.00362114
1.375 0.278819 0.00389179
1.425 0.258457 0.00333487
1.475 0.236534 0.00297347
1.525 0.209483 0.00228359
1.575 0.186414 0.00296298
1.625 0.161897 0.00279754
1.675 0.138483 0.00264877
1.725 0.11525 0.00220617
1.775 0.0943793 0.00220135
1.825 0.0757672 0.00199585
1.875 0.0604569 0.00152702
1.925 0.0453966 0.00191946
1.975 0.0340086 0.00135681
2.025 0.0263103 0.00155265
2.075 0.017319 0.00102572
2.125 0.0126034 0.000895963
2.175 0.00877586 0.000685971
2.225 0.00553448 0.00046294
2.275 0.00331034 0.00040975
2.325 0.00203448 0.000306635
2.375 0.00118966 0.000205056
2.425 0.000836207 0.000165497
2.475 0.000456897 9.22655e-05
2.525 0.000224138 5.7313e-05
2.575 6.89655e-05 2.55731e-05
2.625 0.000137931 4.496e-05
2.675 5.17241e-05 3.46976e-05
2.725 1.72414e-05 1.68048e-05
2.775 0 0
2.825 0 0
2.875 0 0
2.925 0 0
2.975 0 0
3.025 0 0
3.075 0 0
3.125 0 0
3.175 0 0
3.225 0 0
3.275 0 0
3.325 0 0
3.375 0 0
3.425 0 0
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
